"Gene","Module"
"UBE2Q1","yellow"
"TSPAN13","turquoise"
"MRPL16","grey"
"TIMM10B","grey"
"MORF4L1","yellow"
"RNASET2","green"
"BAZ1A","red"
"ASNSD1","black"
"CCNB1IP1","yellow"
"HSD17B11","black"
"GMPR2","purple"
"SSBP3","brown"
"EFHD2","green"
"MAT2B","black"
"INTS11","blue"
"SQOR","greenyellow"
"PHLDA1","magenta"
"MRPS2","blue"
"CXCL14","brown"
"FKBP3","yellow"
"BSDC1","tan"
"ZNF22","green"
"RPS27L","yellow"
"TMEM248","purple"
"PRC1","yellow"
"PPDPF","tan"
"UBL5","yellow"
"TSPYL2","pink"
"DCTN4","purple"
"NUP85","yellow"
"WRNIP1","pink"
"POLR3E","grey"
"HGSNAT","brown"
"ZFAND3","blue"
"DHRS4","brown"
"VRK3","blue"
"FAM53C","grey"
"MPC1","grey"
"ECI2","purple"
"COA3","purple"
"MRPL15","purple"
"ELOVL1","tan"
"RIPOR1","blue"
"GIT1","blue"
"SNN","greenyellow"
"FIS1","blue"
"RBM47","greenyellow"
"NMD3","grey"
"RETREG2","blue"
"DMAC2","blue"
"NUSAP1","yellow"
"PRPF38B","red"
"SLC38A2","brown"
"COPS4","black"
"AZI2","red"
"PTMS","blue"
"MRPS16","blue"
"OSBPL9","magenta"
"COMMD3","red"
"MRPL13","yellow"
"UFM1","red"
"NT5DC2","blue"
"ATP13A1","blue"
"WDR41","grey"
"BFAR","magenta"
"EMC8","blue"
"CXXC1","turquoise"
"ZNF706","grey"
"USB1","blue"
"MEA1","magenta"
"TMEM9B","brown"
"SLC12A7","grey"
"ARGLU1","red"
"ZNF672","grey"
"DCTPP1","yellow"
"GMPPA","blue"
"COMMD9","grey"
"NDC1","yellow"
"CIAO2B","blue"
"AAAS","blue"
"ARHGAP17","green"
"ZDHHC3","brown"
"GGNBP2","red"
"FAF1","grey"
"ADISSP","blue"
"UBP1","red"
"PTGES2","blue"
"CHMP5","black"
"NPDC1","blue"
"RRAGC","grey"
"AAR2","tan"
"WDR11","red"
"ANKRD10","pink"
"DBNDD2","brown"
"TMEM165","black"
"AGPAT5","yellow"
"CUEDC2","blue"
"TEX2","magenta"
"IFT57","black"
"NDUFC2","purple"
"DERA","magenta"
"FTSJ3","blue"
"TEX10","red"
"MRPL4","blue"
"MRPS10","purple"
"WDR26","purple"
"UBR7","black"
"MFSD1","black"
"XAB2","grey"
"CMAS","black"
"MRPS34","blue"
"CEMIP2","black"
"ASF1B","yellow"
"C9orf78","grey"
"RBX1","yellow"
"TIMM23","purple"
"HMOX2","blue"
"SENP2","purple"
"CFAP298","yellow"
"RETSAT","blue"
"CCDC25","pink"
"RMDN3","turquoise"
"NFYB","red"
"CYBC1","green"
"GATAD2A","blue"
"TSEN34","blue"
"NIF3L1","yellow"
"RBM22","greenyellow"
"ERGIC2","black"
"SLC25A37","grey"
"SMAP1","greenyellow"
"MKKS","yellow"
"AP5M1","black"
"SRPRB","purple"
"UBE2O","blue"
"CRBN","red"
"SCAMP2","blue"
"INF2","blue"
"TRIB3","blue"
"GLT8D1","black"
"CENPT","brown"
"ZNF395","brown"
"ARL5A","black"
"SLC52A2","blue"
"HMG20A","magenta"
"CARS2","blue"
"GSDMD","green"
"TSR1","pink"
"CDC42SE1","grey"
"APPL1","red"
"DDRGK1","blue"
"NDUFA8","magenta"
"CLN6","magenta"
"OLFML3","cyan"
"MCTS1","purple"
"SPATA20","blue"
"MEAF6","black"
"RSF1","red"
"AMZ2","yellow"
"COQ8A","grey"
"ISOC1","brown"
"VPS4B","black"
"DERL1","blue"
"NSD3","turquoise"
"TMEM254","brown"
"CCDC92","blue"
"MAGEF1","red"
"CHMP1B","purple"
"TRAPPC11","red"
"EPS8L2","brown"
"CLDN1","brown"
"CDIP1","pink"
"TULP4","grey"
"ARMC1","yellow"
"RAB25","brown"
"C8orf33","blue"
"TIMM13","blue"
"NANS","magenta"
"UQCR10","purple"
"LMBRD1","greenyellow"
"IP6K2","turquoise"
"GOLT1B","yellow"
"REXO2","black"
"DCPH1","black"
"OSTM1","magenta"
"OXR1","red"
"DHX32","salmon"
"NOL6","grey"
"NDUFB2","yellow"
"MRPL44","magenta"
"ALG5","yellow"
"FYCO1","tan"
"MKNK2","brown"
"SCAND1","blue"
"STMN3","blue"
"SLC66A2","brown"
"RPRD1A","yellow"
"FN3KRP","grey"
"MLPH","magenta"
"MOCS2","yellow"
"TMEM258","grey"
"ATG101","blue"
"NR1H2","blue"
"ARL6IP4","blue"
"SCPEP1","green"
"APPL2","grey"
"LANCL2","magenta"
"MYG1","blue"
"PLEKHO1","green"
"PNMA1","purple"
"ECSIT","blue"
"NDUFB4","grey"
"NUBP2","blue"
"TNKS2","grey"
"POGK","blue"
"NAGK","green"
"C1QA","green"
"PRICKLE4","purple"
"ING4","turquoise"
"UTP11","yellow"
"SLC38A1","green"
"NKIRAS2","tan"
"GOLGA5","black"
"KMT5B","red"
"RUFY1","brown"
"NOL8","red"
"TSKU","tan"
"MUL1","blue"
"MEX3C","yellow"
"FAM111A","green"
"ZDHHC6","yellow"
"CNOT7","yellow"
"MID1IP1","grey"
"CKAP2","yellow"
"EIF2D","grey"
"SAR1B","black"
"FBRS","tan"
"UGGT1","yellow"
"POLR1D","purple"
"MRTFB","brown"
"DDA1","blue"
"AP1M2","brown"
"ZBED5","red"
"BCCIP","grey"
"SECISBP2","red"
"NCS1","blue"
"TBC1D15","red"
"DROSHA","yellow"
"MRPL24","blue"
"PARL","grey"
"PDP1","yellow"
"ANKZF1","pink"
"SLC25A10","blue"
"SAV1","red"
"DHX40","midnightblue"
"WDR74","blue"
"MRPL48","salmon"
"EDEM2","blue"
"SS18L2","pink"
"BDH2","red"
"RNF7","red"
"AGO1","grey"
"CCDC90B","black"
"UBA5","red"
"PLEKHJ1","grey"
"LAMTOR2","blue"
"MSTO1","magenta"
"MINDY3","red"
"DGLUCY","brown"
"C11orf24","magenta"
"PAGR1","grey"
"RNPEPL1","tan"
"PSENEN","blue"
"KRCC1","red"
"OSBPL11","black"
"IPO4","blue"
"HERC1","pink"
"RSAD1","grey"
"TACC3","yellow"
"CAMK2N1","cyan"
"RABGEF1","red"
"MAP4K3","red"
"GALNT7","black"
"NKAPD1","grey"
"CDK5RAP1","grey"
"TIMM9","red"
"SLX1B","blue"
"NLK","magenta"
"PELI1","black"
"NDUFB11","blue"
"STYXL1","magenta"
"ACSL5","green"
"RHOT1","red"
"SPATS2","yellow"
"LGR4","brown"
"SNAP29","purple"
"COQ4","tan"
"PRDM4","grey"
"NAV2","magenta"
"BEX1","turquoise"
"DERL2","grey"
"THOC7","black"
"TNIP2","green"
"PFDN2","yellow"
"FHIP2B","tan"
"PHC1","magenta"
"MRPL22","salmon"
"UBA6","grey"
"PPCS","black"
"ERMP1","grey"
"GTF3C3","yellow"
"RCOR3","red"
"TMEM176A","green"
"SESN1","brown"
"TYW1","grey"
"ZC3H7A","red"
"ZWILCH","yellow"
"GMNN","yellow"
"COMMD8","black"
"RCBTB1","yellow"
"TRAPPC2L","purple"
"KIF4A","yellow"
"MRM2","purple"
"TIMM8B","salmon"
"CRELD2","grey"
"NRSN2","magenta"
"GOLPH3L","grey"
"EXD2","turquoise"
"LRRFIP2","grey"
"DARS2","turquoise"
"METTL17","pink"
"USP21","blue"
"TNFRSF12A","blue"
"EXOSC1","grey"
"S100PBP","red"
"PSPC1","red"
"MED9","blue"
"AKTIP","brown"
"FERRY3","red"
"NUDT9","yellow"
"MICAL1","magenta"
"RWDD2B","grey"
"PRKRIP1","pink"
"RBM7","black"
"SMIM48","turquoise"
"HAUS4","grey"
"CARHSP1","grey"
"MRPS18A","blue"
"USP16","red"
"PGLS","blue"
"APH1A","blue"
"FAM204A","grey"
"SNF8","blue"
"SFXN1","yellow"
"SMU1","grey"
"ROGDI","grey"
"ACTR6","red"
"VPS13C","red"
"FANCL","yellow"
"MRPS30","yellow"
"CDCA4","grey"
"OAS3","lightcyan"
"ZNF281","grey"
"HPS4","magenta"
"TRIAP1","grey"
"SNX10","yellow"
"ABT1","blue"
"TIMM10","purple"
"DNAJC1","grey"
"BRICD5","grey"
"MBIP","red"
"GTF2IRD1","grey"
"ZNF639","grey"
"NDE1","blue"
"VPS33B","magenta"
"SLC48A1","brown"
"KANK2","grey"
"TMUB2","grey"
"PROSER1","turquoise"
"CERK","grey"
"VPS54","red"
"STEAP3","brown"
"RNF216","blue"
"ENTR1","grey"
"REV1","red"
"SHFL","lightcyan"
"RFX7","grey"
"VIPAS39","turquoise"
"FBXO3","red"
"PANK3","red"
"AACS","brown"
"DNAJC15","yellow"
"SIL1","brown"
"LZTFL1","red"
"MED28","purple"
"COMMD10","purple"
"MCCC1","brown"
"RPAP1","grey"
"TTC4","grey"
"DAZAP1","blue"
"ALG12","blue"
"MACROH2A2","brown"
"TVP23B","red"
"CMC2","yellow"
"GID8","brown"
"UFSP2","black"
"HEBP1","purple"
"CDCP1","brown"
"SMARCAL1","magenta"
"TMEM242","turquoise"
"PLBD1","brown"
"NFS1","grey"
"CAPRIN2","pink"
"DNMT3A","grey"
"GMCL2","yellow"
"TOR3A","green"
"DNAAF5","yellow"
"GPN3","yellow"
"RPF1","black"
"MUS81","grey"
"FAM222B","magenta"
"TMEM33","purple"
"TBC1D17","tan"
"PSMG2","red"
"GREM1","greenyellow"
"YARS2","grey"
"BBS1","grey"
"PELO","black"
"COLGALT1","blue"
"KCTD5","blue"
"TRMT2A","blue"
"POMT1","grey"
"TMEM14A","purple"
"ZCCHC8","red"
"XPO4","yellow"
"AGBL5","blue"
"EXOSC5","blue"
"ENY2","yellow"
"IFT46","grey"
"COXFA4L2","brown"
"SLC35C1","turquoise"
"KLF11","brown"
"ALAD","grey"
"EIF2B3","grey"
"ZNF302","red"
"THYN1","grey"
"THAP7","tan"
"SNRNP25","yellow"
"SLC2A4RG","tan"
"UXT","grey"
"RNASEH1","purple"
"ERO1A","grey"
"STK26","black"
"THEM6","blue"
"ARHGEF3","greenyellow"
"TRPS1","brown"
"FOCAD","grey"
"FAHD2A","blue"
"WDR59","pink"
"GLYR1","grey"
"HILPDA","grey"
"DCP1A","grey"
"PLPPR2","blue"
"PNPO","grey"
"WDR12","yellow"
"TMA16","black"
"SMG8","purple"
"PAXBP1","red"
"BPNT2","purple"
"JADE1","pink"
"FAM13B","red"
"SLC35A5","black"
"TBK1","red"
"UBE2W","yellow"
"MAP1S","blue"
"LHPP","brown"
"E4F1","turquoise"
"HIF1AN","tan"
"RANGRF","blue"
"APTX","red"
"RNF38","black"
"CD320","blue"
"FHOD1","blue"
"TMEM134","brown"
"UCKL1","grey"
"RIOK2","yellow"
"MRS2","yellow"
"HCFC1R1","tan"
"FBXO34","red"
"THTPA","grey"
"TCIM","greenyellow"
"CEP55","yellow"
"PARP12","lightcyan"
"RCL1","turquoise"
"CCDC91","black"
"C1orf115","brown"
"DHDDS","brown"
"TEX264","blue"
"RMDN1","yellow"
"LRRC20","turquoise"
"MIIP","turquoise"
"ECHDC2","brown"
"KCTD15","grey"
"ASH1L","turquoise"
"ANAPC2","grey"
"ORMDL2","purple"
"NIT2","grey"
"MRPL39","yellow"
"MAFB","greenyellow"
"JMJD4","turquoise"
"LYRM4","purple"
"MACO1","grey"
"NDUFA3","blue"
"RFWD3","blue"
"SPOUT1","blue"
"CHORDC1","red"
"DPP3","blue"
"AGK","yellow"
"KBTBD4","black"
"CHMP4A","greenyellow"
"MAGEH1","black"
"LMCD1","cyan"
"ANAPC1","yellow"
"DUSP12","yellow"
"CDC73","black"
"DHX35","grey"
"AURKAIP1","blue"
"ABHD4","turquoise"
"MARCHF5","black"
"DCUN1D1","red"
"TCTN1","blue"
"DTL","yellow"
"MRGBP","yellow"
"POGLUT1","grey"
"FAM114A2","red"
"LPAR6","red"
"TWNK","grey"
"NOL10","red"
"HDHD5","grey"
"RBM28","yellow"
"HEATR1","yellow"
"TBC1D13","turquoise"
"CISD1","grey"
"RINT1","yellow"
"REC8","pink"
"LIMD2","green"
"URGCP","blue"
"HAUS6","red"
"HECA","brown"
"LEMD3","red"
"TFB2M","yellow"
"ZDHHC7","tan"
"SDAD1","grey"
"ATP13A2","blue"
"NUDT2","grey"
"CPPED1","blue"
"IER5","grey"
"TSSC4","blue"
"RESF1","green"
"TMEM39A","red"
"INTS12","purple"
"TRIT1","pink"
"FNDC3B","grey"
"SUV39H1","turquoise"
"HEMK1","blue"
"NUP37","yellow"
"NSG2","turquoise"
"CENPBD2P","blue"
"NRN1","grey"
"EIF4ENIF1","grey"
"DRAM1","green"
"WASHC3","red"
"SMO","blue"
"MKS1","turquoise"
"AVPI1","grey"
"HECTD3","grey"
"ABHD10","red"
"PHLDA3","blue"
"MAN1B1","blue"
"IMPACT","red"
"SPON2","grey"
"ZXDC","grey"
"PLEKHF2","black"
"ZFTA","red"
"CHCHD7","red"
"CRIPT","yellow"
"PLEK2","brown"
"HPF1","black"
"YRDC","yellow"
"CRTC3","magenta"
"NEMF","red"
"DGCR8","turquoise"
"LARP6","turquoise"
"PIGG","red"
"SLC25A15","yellow"
"MRPS33","yellow"
"CWC25","turquoise"
"LHFPL6","greenyellow"
"RAPGEFL1","brown"
"ACTR8","grey"
"ASXL2","grey"
"DYSF","green"
"NAA60","grey"
"NCAPG","yellow"
"MECR","blue"
"FZD4","turquoise"
"STX17","turquoise"
"PJA1","purple"
"RAP2C","red"
"PUS1","blue"
"ATP5IF1","brown"
"SCNM1","blue"
"ATG7","grey"
"TRAPPC13","red"
"SLC22A17","turquoise"
"PCTP","grey"
"S100A14","brown"
"NES","blue"
"VPS28","blue"
"HYPK","purple"
"SDF2L1","blue"
"SLC4A1AP","black"
"PTBP2","red"
"LRRC8D","magenta"
"SMUG1","grey"
"RHBDF1","blue"
"MUC13","brown"
"TKFC","blue"
"FANCF","red"
"SYBU","brown"
"TSPAN15","turquoise"
"ARMCX1","red"
"EXOSC4","blue"
"EIF2AK3","grey"
"APIP","yellow"
"RAB29","green"
"LACTB2","yellow"
"SARS2","turquoise"
"SEC22A","pink"
"RNF43","brown"
"SNX24","black"
"GRAMD2B","brown"
"ZNF444","turquoise"
"NXT1","grey"
"IFT52","grey"
"TTC27","red"
"CAVIN2","brown"
"AIRIM","yellow"
"ICE2","red"
"PRR14","turquoise"
"UTP6","yellow"
"MTO1","red"
"P3H2","brown"
"PDGFC","cyan"
"GINS3","yellow"
"SEZ6L2","grey"
"ODR4","yellow"
"CCDC51","grey"
"RGCC","greenyellow"
"SLC25A22","turquoise"
"HJURP","yellow"
"SLC38A7","blue"
"CNIH4","yellow"
"LXN","green"
"OGN","brown"
"VWA1","grey"
"PTRH2","yellow"
"MSL2","green"
"NAA40","pink"
"ZNF544","pink"
"PALMD","brown"
"RNF138","black"
"CDK5RAP3","red"
"CENPM","yellow"
"CIAO3","blue"
"CHMP6","blue"
"PACSIN3","grey"
"TMEM161A","blue"
"TAPBPL","green"
"EXOC5","purple"
"SLC8B1","green"
"TAF1D","red"
"FBXW7","brown"
"ZMAT5","blue"
"XKR8","turquoise"
"NOL9","grey"
"KIF20A","yellow"
"DHRS11","blue"
"UPF3B","red"
"RRP1","blue"
"DVL2","grey"
"COQ6","grey"
"RNF111","black"
"ZNF574","blue"
"STX18","grey"
"SIDT2","brown"
"WARS2","grey"
"REXO4","blue"
"NUP107","red"
"ANKRA2","red"
"TMEM39B","blue"
"PANK4","turquoise"
"TMEM38B","yellow"
"MSRB2","magenta"
"DCPS","blue"
"WWC2","yellow"
"TMEM62","turquoise"
"REEP4","brown"
"EPS8L1","brown"
"HOOK2","brown"
"SMC6","yellow"
"ATAD2","yellow"
"INTS7","yellow"
"SAYSD1","grey"
"IFT22","grey"
"NT5DC3","magenta"
"CWF19L1","blue"
"SMYD3","magenta"
"C11orf71","grey"
"TMLHE","turquoise"
"KATNBL1","turquoise"
"BSPRY","brown"
"SCML1","red"
"TXNL4B","pink"
"ACP6","grey"
"FERMT1","brown"
"SIRT7","grey"
"KRI1","blue"
"GPN2","grey"
"SRD5A3","turquoise"
"UGGT2","red"
"MCUB","green"
"CHFR","green"
"ANO1","brown"
"VAV3","brown"
"DALRD3","blue"
"PANK2","yellow"
"ZC3H12A","brown"
"SH3GLB2","tan"
"PACC1","turquoise"
"TMEM51","magenta"
"SPCS3","grey"
"FHL3","grey"
"INTS6","yellow"
"C14orf132","brown"
"NPEPL1","turquoise"
"KCTD9","red"
"PNMA8A","magenta"
"EGFL7","turquoise"
"SLC35F2","brown"
"CEP192","red"
"PLSCR3","brown"
"CHD7","red"
"RPL26L1","yellow"
"FCGRT","green"
"ARRB1","grey"
"MAP3K20","turquoise"
"SFTPA2","grey"
"RPP21","blue"
"UBE2D4","turquoise"
"TTC31","grey"
"HEY1","magenta"
"NADSYN1","grey"
"ASB8","brown"
"RPAP3","black"
"FNDC4","turquoise"
"ACSF2","brown"
"DUSP22","brown"
"MED23","red"
"IGF2BP2","grey"
"THOC6","blue"
"PPP1R13L","brown"
"LIMD1","turquoise"
"WDR33","grey"
"PPP2R3C","yellow"
"MOSPD1","yellow"
"DSE","greenyellow"
"TPRA1","tan"
"ASRGL1","grey"
"DEPTOR","turquoise"
"ESF1","midnightblue"
"NOC4L","blue"
"RNF25","blue"
"ASB13","grey"
"TNS1","brown"
"MTARC1","turquoise"
"POLR3K","purple"
"SPRING1","turquoise"
"ACTR3B","red"
"MLYCD","grey"
"ARHGAP15","green"
"CSGALNACT2","pink"
"TESC","greenyellow"
"GON4L","pink"
"ATAT1","turquoise"
"FBXO5","yellow"
"TPPP3","brown"
"TRMT11","red"
"SIRT1","red"
"MTHFSD","turquoise"
"WDR3","yellow"
"CENPU","yellow"
"GUF1","grey"
"GALNT12","red"
"PAK1IP1","yellow"
"MRPL2","grey"
"NETO2","yellow"
"NOC3L","yellow"
"MRPL35","yellow"
"ARMH3","brown"
"DCHS1","brown"
"ISOC2","blue"
"MAGOHB","yellow"
"GPATCH3","blue"
"NCBP3","pink"
"TMEM177","grey"
"TLCD3A","brown"
"BAALC","grey"
"CNNM4","grey"
"PLSCR4","brown"
"NOTCH1","brown"
"NABP2","blue"
"C9orf40","grey"
"INTS8","yellow"
"KLC2","blue"
"LRRC61","grey"
"ASPSCR1","blue"
"RPS6KC1","yellow"
"ANO10","brown"
"YEATS4","yellow"
"GCC1","grey"
"GMIP","green"
"METTL25B","grey"
"ZNF768","blue"
"ZFAND1","red"
"FAM193B","pink"
"SIGIRR","blue"
"CERS4","brown"
"CTBS","black"
"CFAP68","turquoise"
"MYNN","turquoise"
"SLC37A1","grey"
"CDKN2AIP","black"
"TMEM106B","yellow"
"RAB17","magenta"
"ZNHIT6","red"
"HSPB7","turquoise"
"EHD3","grey"
"CCDC59","yellow"
"ZSCAN32","turquoise"
"FBXL15","tan"
"LETM1","turquoise"
"VCPKMT","red"
"PIP4K2C","magenta"
"RIGI","lightcyan"
"PYCR3","blue"
"METTL22","grey"
"NFU1","black"
"MTPAP","grey"
"QRSL1","grey"
"ARAP3","grey"
"PLCXD1","brown"
"PCSK1N","blue"
"PCYOX1L","pink"
"BRF2","turquoise"
"PAAF1","magenta"
"REX1BD","grey"
"HOXC10","turquoise"
"TMPRSS4","brown"
"PNKP","blue"
"TMEM168","pink"
"KRT23","brown"
"ARID3B","grey"
"TUT1","grey"
"MYO5C","turquoise"
"PTER","red"
"ZFP64","grey"
"PAM16","blue"
"CUTC","pink"
"WDR91","magenta"
"TTC17","pink"
"EFL1","yellow"
"SOBP","turquoise"
"COL5A3","brown"
"DNAJC12","turquoise"
"TRNAU1AP","grey"
"RMI1","yellow"
"FHOD3","blue"
"SDHAF3","yellow"
"MRPS17","purple"
"C1RL","greenyellow"
"PUS7","yellow"
"SLC2A8","brown"
"DDX60","lightcyan"
"SLC35E3","yellow"
"SLC30A5","black"
"SPRR3","brown"
"HEATR6","grey"
"PLGRKT","purple"
"MRM3","blue"
"STAG3L4","red"
"EDN1","brown"
"TFPT","blue"
"POLR1E","grey"
"ABITRAM","grey"
"TMEM140","green"
"DCAF10","grey"
"FASTKD1","yellow"
"MANEA","red"
"MIS18A","yellow"
"TMEM59L","grey"
"NDUFAF4","yellow"
"NUP43","red"
"LDAH","turquoise"
"INAVA","brown"
"PLEKHA4","blue"
"EMSY","red"
"GALNT11","grey"
"PLAC8","green"
"FASTKD5","grey"
"ETNK1","yellow"
"CCDC85C","turquoise"
"PIDD1","brown"
"HS1BP3","blue"
"RNF121","grey"
"C12orf43","grey"
"AP1AR","yellow"
"PLEKHA1","brown"
"CD248","brown"
"MYO9A","grey"
"TMEM267","red"
"TPRKB","yellow"
"NIP7","yellow"
"OPN3","grey"
"PARP8","green"
"PARP16","turquoise"
"RNF34","green"
"CEP70","red"
"MORC4","brown"
"SEMA4C","magenta"
"CORO7","blue"
"REPIN1","magenta"
"LZTS1","magenta"
"PDCL3","grey"
"THNSL2","grey"
"RHOF","green"
"PKNOX2","grey"
"ZNF668","blue"
"PIGN","red"
"CSGALNACT1","grey"
"ZNHIT2","turquoise"
"METRN","blue"
"HPS6","tan"
"VPS37C","grey"
"NPR3","turquoise"
"SRBD1","black"
"RABEP2","brown"
"TINAGL1","brown"
"LYVE1","greenyellow"
"NTAQ1","grey"
"LAGE3","blue"
"ZCCHC2","pink"
"C1orf35","grey"
"ITIH5","brown"
"MEMO1","red"
"PPCDC","blue"
"ATAD3A","blue"
"ANKRD49","pink"
"MOSPD3","blue"
"HGH1","turquoise"
"BCL7C","blue"
"TMEM184C","grey"
"YIPF2","blue"
"PXMP2","brown"
"GPATCH2","red"
"CYB5R4","green"
"CTPS2","turquoise"
"AMDHD2","blue"
"SHQ1","yellow"
"NSD1","pink"
"GEMIN7","turquoise"
"ZNF839","turquoise"
"ASPN","brown"
"ZNF576","turquoise"
"SLC24A3","brown"
"MMRN2","brown"
"IPPK","brown"
"PID1","brown"
"JMJD7-PLA2G4B","brown"
"ARMC7","blue"
"SMIM7","grey"
"MYBBP1A","grey"
"TIGAR","purple"
"STN1","brown"
"ABHD8","grey"
"RCN3","cyan"
"ASAP3","brown"
"RNF141","grey"
"ORC6","pink"
"KLHL41","grey"
"BCAN","magenta"
"SPAG16","brown"
"GAR1","grey"
"DDX54","grey"
"RAPGEF6","red"
"HSD17B14","magenta"
"C3orf18","grey"
"IL20RA","brown"
"DCUN1D2","pink"
"FKBP11","grey"
"LSM8","black"
"WDCP","turquoise"
"ESRP1","grey"
"THG1L","turquoise"
"ZNF232","grey"
"TTI2","blue"
"SLC50A1","grey"
"PHF10","grey"
"PRR15L","turquoise"
"C2orf42","grey"
"SAP30L","grey"
"TRMT13","red"
"UBIAD1","brown"
"PELI2","grey"
"OXSM","grey"
"ADGRL4","cyan"
"LMF1","grey"
"MFF","black"
"RBP4","turquoise"
"AMBRA1","blue"
"RASL11B","turquoise"
"RPP25","magenta"
"DUSP26","turquoise"
"TEFM","yellow"
"NMRK1","brown"
"PBK","yellow"
"DBR1","grey"
"ADAP1","turquoise"
"RABL2B","grey"
"PODXL2","blue"
"THSD4","turquoise"
"TMEM120B","blue"
"PITPNC1","turquoise"
"SYNJ2BP","yellow"
"KLHL2","red"
"NAA15","yellow"
"SLAMF7","green"
"PAPOLG","brown"
"CKLF","yellow"
"MRPL11","grey"
"ZNF562","pink"
"ATG2B","red"
"PDLIM2","brown"
"DNAAF2","black"
"RASL12","brown"
"TFB1M","turquoise"
"FSD1","turquoise"
"ZNF236","turquoise"
"UBTD1","turquoise"
"MYO15B","pink"
"IFT74","red"
"SLC41A3","blue"
"MAIP1","yellow"
"BRIX1","yellow"
"QTRT2","yellow"
"DACT1","grey"
"PEX26","grey"
"LIPG","grey"
"CHST5","turquoise"
"TIMM22","grey"
"SIRT5","turquoise"
"FKBPL","blue"
"MACROD1","blue"
"FBXL6","blue"
"AGO4","turquoise"
"BIN2","green"
"UBAP2","grey"
"WDR70","grey"
"SEMA4G","turquoise"
"PPARGC1A","red"
"SCG3","grey"
"SCUBE2","brown"
"GTF3C4","grey"
"AFF4","turquoise"
"FASTKD3","yellow"
"TWSG1","black"
"RHBDF2","grey"
"EMC9","grey"
"SRR","grey"
"TMBIM4","pink"
"EDC3","blue"
"RAB8B","grey"
"USP18","lightcyan"
"HSPA14","black"
"JAM2","brown"
"RBAK","blue"
"SLC39A4","grey"
"ETAA1","red"
"NARS2","yellow"
"BAHCC1","magenta"
"TMEM160","blue"
"MRPS22","red"
"ZBTB38","blue"
"RBKS","turquoise"
"CACFD1","turquoise"
"ZNF408","grey"
"CCNJL","turquoise"
"ZNF331","pink"
"TMEM100","turquoise"
"TGS1","yellow"
"EGLN3","brown"
"SCRN3","grey"
"PHACTR4","blue"
"PAQR6","turquoise"
"DNAJB14","red"
"PIGV","grey"
"ZNF654","yellow"
"C10orf88","turquoise"
"SSH3","brown"
"CEP63","red"
"GIMAP4","green"
"MRPL46","salmon"
"OGFOD2","turquoise"
"ZDHHC14","blue"
"THUMPD2","pink"
"FKBP10","blue"
"FLRT3","brown"
"DYNC2I1","red"
"GEMIN8","turquoise"
"TMEM185B","blue"
"OGFOD3","grey"
"IL17RB","turquoise"
"SH3TC1","blue"
"SPHK1","grey"
"TIPIN","yellow"
"SEMA4A","green"
"ELP5","blue"
"INTS15","grey"
"SUV39H2","grey"
"RNF128","brown"
"PPP2R3B","grey"
"MOB3B","turquoise"
"ZNF350","grey"
"GLTP","brown"
"ETNK2","grey"
"HMBOX1","turquoise"
"CHAC1","turquoise"
"GALNT14","turquoise"
"TRIM62","turquoise"
"CCNK","turquoise"
"TSPAN12","turquoise"
"PDCD5","yellow"
"CAAP1","red"
"OGDHL","turquoise"
"MAP3K6","brown"
"MSRA","grey"
"TRPV2","magenta"
"C1GALT1C1","yellow"
"HSPBAP1","pink"
"NIN","turquoise"
"RBM15","yellow"
"KCNMB4","turquoise"
"CEP15","yellow"
"HEATR3","grey"
"DAPP1","pink"
"DTWD1","red"
"THAP1","yellow"
"OLA1","yellow"
"CENPQ","yellow"
"PCOLCE2","turquoise"
"ZDHHC13","pink"
"WDR44","black"
"ECHDC3","brown"
"TYW2","yellow"
"OBI1","yellow"
"PDGFD","grey"
"FBXO2","brown"
"KIF15","yellow"
"AK5","grey"
"C22orf46P","grey"
"SYNDIG1","turquoise"
"CEP76","red"
"ZBTB10","yellow"
"GRAMD1C","brown"
"ZNF219","brown"
"TMEM204","grey"
"FLVCR2","green"
"POLI","red"
"MED31","turquoise"
"HIF3A","turquoise"
"MYO19","turquoise"
"PALS1","black"
"WRAP73","grey"
"IL18BP","turquoise"
"NOL12","blue"
"ELAC1","turquoise"
"B3GNT2","purple"
"GPRC5C","brown"
"DDX31","grey"
"ATRAID","purple"
"VANGL1","grey"
"KLHDC8A","turquoise"
"MICALL2","grey"
"CAPN10","turquoise"
"NABP1","grey"
"ARMCX5","red"
"ASCC1","purple"
"C1orf159","turquoise"
"LRRC49","pink"
"EHMT1","blue"
"CLN8","brown"
"CASD1","yellow"
"CDC37L1","grey"
"SLC29A3","turquoise"
"BOLA1","grey"
"LRFN3","blue"
"NUDT15","yellow"
"USE1","grey"
"EXOC2","purple"
"DIABLO","blue"
"TRAPPC2","red"
"HERC6","lightcyan"
"NHLRC2","red"
"KLHL26","grey"
"ADAP2","green"
"PGGHG","green"
"TRPM4","brown"
"AEN","magenta"
"NAA35","yellow"
"MTERF3","yellow"
"DHX58","lightcyan"
"CAMKV","turquoise"
"AVEN","purple"
"NAP1L2","brown"
"OTUB2","brown"
"RPRM","turquoise"
"KLF2","greenyellow"
"IFT81","yellow"
"DPM3","blue"
"ALG9","blue"
"CEPT1","red"
"ZNF322","yellow"
"GAREM1","brown"
"NAA16","red"
"ZNF358","tan"
"POLH","grey"
"CPLANE1","turquoise"
"SERTAD3","turquoise"
